scale, load 0 (MB), init 0 (MB), trafo 0 (MB), save 0 (MB), total 0 (MB), load 1 (MB), init 1 (MB), trafo 1 (MB), save 1 (MB), total 1 (MB), load 2 (MB), init 2 (MB), trafo 2 (MB), save 2 (MB), total 2 (MB), load 3 (MB), init 3 (MB), trafo 3 (MB), save 3 (MB), total 3 (MB), load 4 (MB), init 4 (MB), trafo 4 (MB), save 4 (MB), total 4 (MB), load 5 (MB), init 5 (MB), trafo 5 (MB), save 5 (MB), total 5 (MB), load 6 (MB), init 6 (MB), trafo 6 (MB), save 6 (MB), total 6 (MB), load 7 (MB), init 7 (MB), trafo 7 (MB), save 7 (MB), total 7 (MB), load 8 (MB), init 8 (MB), trafo 8 (MB), save 8 (MB), total 8 (MB), load 9 (MB), init 9 (MB), trafo 9 (MB), save 9 (MB), total 9 (MB), load 10 (MB), init 10 (MB), trafo 10 (MB), save 10 (MB), total 10 (MB), load 11 (MB), init 11 (MB), trafo 11 (MB), save 11 (MB), total 11 (MB), avg of inner 10 results (MB), median of inner 10 results (MB)
1,0,0,13,0,13,0,0,13,1,13,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,2,0,13,0,13,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,0,0,13,1,13,0,0,13,1,13,52,23,21,4,44,13,13
1,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,0,0,13,0,13,13,13
8,2,0,3,3,3,1,0,3,3,3,1,0,3,3,3,1,0,3,3,3,2,0,3,3,3,1,0,3,3,3,1,0,3,3,3,1,0,3,3,3,1,0,3,3,3,1,0,3,3,3,1,0,3,3,3,1,0,4,3,4,3,3
16,1,0,63,8,63,1,0,63,8,63,1,0,63,8,63,1,0,63,8,63,1,0,63,8,63,1,0,63,8,63,1,0,63,8,63,1,0,63,8,63,1,0,63,8,63,1,0,63,8,63,1,0,63,8,63,1,0,63,8,63,63,63
32,1,0,52,15,52,1,0,52,15,52,1,0,52,15,52,1,0,52,15,52,1,0,52,15,52,1,0,52,15,52,1,0,52,15,52,1,0,52,15,52,1,0,52,15,52,1,0,52,15,52,1,0,52,15,52,1,0,52,15,52,52,52
64,4,0,22,32,22,4,0,22,32,22,4,0,22,32,22,4,0,22,32,22,4,0,22,32,22,4,0,22,32,22,4,0,22,32,22,4,0,22,32,22,4,0,22,32,22,4,0,22,32,22,4,0,22,32,22,4,0,23,32,23,22,22
128,6,0,59,21,59,6,0,59,22,59,6,0,59,22,59,6,0,59,22,59,6,0,59,21,59,6,0,59,22,59,6,0,59,22,59,6,0,59,22,59,6,0,59,23,59,6,0,59,22,59,6,0,59,24,59,6,0,60,22,60,59,59
256,13,0,73,0,73,13,0,73,0,73,13,0,73,0,73,13,0,73,0,73,13,0,73,0,73,14,0,73,0,73,13,0,73,0,73,13,0,73,0,73,14,0,73,0,73,13,0,73,0,73,13,0,73,0,73,15,0,74,0,74,73,73
