scale, load 0 (MB), init 0 (MB), trafo 0 (MB), save 0 (MB), total 0 (MB), load 1 (MB), init 1 (MB), trafo 1 (MB), save 1 (MB), total 1 (MB), load 2 (MB), init 2 (MB), trafo 2 (MB), save 2 (MB), total 2 (MB), load 3 (MB), init 3 (MB), trafo 3 (MB), save 3 (MB), total 3 (MB), load 4 (MB), init 4 (MB), trafo 4 (MB), save 4 (MB), total 4 (MB), load 5 (MB), init 5 (MB), trafo 5 (MB), save 5 (MB), total 5 (MB), load 6 (MB), init 6 (MB), trafo 6 (MB), save 6 (MB), total 6 (MB), load 7 (MB), init 7 (MB), trafo 7 (MB), save 7 (MB), total 7 (MB), load 8 (MB), init 8 (MB), trafo 8 (MB), save 8 (MB), total 8 (MB), load 9 (MB), init 9 (MB), trafo 9 (MB), save 9 (MB), total 9 (MB), load 10 (MB), init 10 (MB), trafo 10 (MB), save 10 (MB), total 10 (MB), load 11 (MB), init 11 (MB), trafo 11 (MB), save 11 (MB), total 11 (MB), avg of inner 10 results (MB), median of inner 10 results (MB)
1,4,0,1,0,1,4,0,1,0,1,5,0,1,0,1,4,0,1,0,1,4,0,1,0,1,3,0,1,0,1,3,0,1,0,2,4,0,1,0,2,4,0,1,0,2,4,0,1,0,2,4,0,1,0,2,42,28,8,0,36,1,2
1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,1,4,0,1,0,2,4,0,1,0,2,1,1
8,4,0,10,0,11,4,0,10,0,11,4,0,10,0,11,4,0,10,0,11,4,0,10,0,11,4,0,10,0,11,4,0,10,0,11,4,0,10,0,11,4,0,10,0,11,4,0,10,0,11,4,0,10,0,11,4,0,14,0,15,11,11
16,4,0,26,0,26,4,0,26,0,26,4,0,26,0,26,4,0,26,0,26,4,0,26,0,26,4,0,26,0,26,4,0,26,0,26,4,0,26,0,26,4,0,26,0,26,4,0,26,0,26,4,0,26,0,26,4,0,26,0,26,26,26
32,5,0,45,0,45,5,0,45,0,45,5,0,45,0,45,5,0,45,0,45,6,0,45,0,46,5,0,46,0,46,5,0,46,0,46,5,0,46,0,46,5,0,46,0,46,5,0,46,0,46,5,0,46,0,46,5,0,46,0,46,46,46
64,6,0,39,0,40,7,0,40,0,41,7,0,41,0,41,7,0,41,0,41,7,0,41,0,41,7,0,41,0,41,7,0,41,0,41,7,0,41,0,41,7,0,41,0,41,7,0,41,0,42,7,0,42,0,42,7,0,42,0,42,41,41
128,11,0,39,0,40,11,0,39,0,40,11,0,41,0,41,11,0,41,0,41,11,0,41,0,41,11,0,41,0,41,11,0,41,0,41,11,0,42,0,42,11,0,42,0,42,11,0,42,0,42,11,0,42,0,43,11,0,42,0,43,41,41
256,18,0,36,0,37,18,0,36,0,37,18,0,36,0,37,18,0,36,0,37,18,0,36,0,37,18,0,36,0,37,18,0,36,0,37,18,0,37,0,37,18,0,37,0,37,18,0,39,0,39,18,0,39,0,40,18,0,39,0,40,37,37
512,32,0,116,0,116,32,0,116,0,116,32,0,116,0,116,32,0,116,0,116,32,0,116,0,117,32,0,117,0,117,33,0,117,0,117,32,0,117,0,118,32,0,117,0,118,32,0,118,0,118,32,0,118,0,118,32,0,118,0,118,117,117
1024,61,0,127,0,127,60,0,143,0,143,62,0,145,0,145,60,0,146,0,146,60,0,146,0,146,60,0,147,0,147,60,0,149,0,149,60,0,150,0,150,62,0,151,0,151,60,0,158,0,158,60,0,161,0,161,60,0,161,0,161,150,149
2048,120,0,220,0,220,117,0,223,0,223,117,0,226,0,226,117,0,226,0,226,117,0,226,0,226,117,0,226,0,226,117,0,228,0,228,117,0,229,0,229,123,0,229,0,229,117,0,229,0,229,118,0,229,0,229,117,0,229,0,229,227,228
4096,220,0,481,0,481,233,0,620,0,620,233,0,621,0,621,233,0,623,0,623,233,0,624,0,624,233,0,624,0,624,233,0,624,0,624,233,0,624,0,624,233,0,625,0,625,233,0,625,0,625,233,0,628,0,628,233,0,632,0,632,624,624
8192,414,0,1037,0,1038,466,0,1277,0,1278,468,0,1278,0,1278,469,0,1278,0,1279,468,0,1279,0,1279,468,0,1279,0,1279,468,0,1279,0,1279,468,0,1279,0,1279,469,0,1281,0,1281,468,0,1282,0,1283,468,0,1283,0,1283,466,1,1284,0,1285,1280,1279
