scale, load 0 (MB), init 0 (MB), trafo 0 (MB), save 0 (MB), total 0 (MB), load 1 (MB), init 1 (MB), trafo 1 (MB), save 1 (MB), total 1 (MB), load 2 (MB), init 2 (MB), trafo 2 (MB), save 2 (MB), total 2 (MB), load 3 (MB), init 3 (MB), trafo 3 (MB), save 3 (MB), total 3 (MB), load 4 (MB), init 4 (MB), trafo 4 (MB), save 4 (MB), total 4 (MB), load 5 (MB), init 5 (MB), trafo 5 (MB), save 5 (MB), total 5 (MB), load 6 (MB), init 6 (MB), trafo 6 (MB), save 6 (MB), total 6 (MB), load 7 (MB), init 7 (MB), trafo 7 (MB), save 7 (MB), total 7 (MB), load 8 (MB), init 8 (MB), trafo 8 (MB), save 8 (MB), total 8 (MB), load 9 (MB), init 9 (MB), trafo 9 (MB), save 9 (MB), total 9 (MB), load 10 (MB), init 10 (MB), trafo 10 (MB), save 10 (MB), total 10 (MB), load 11 (MB), init 11 (MB), trafo 11 (MB), save 11 (MB), total 11 (MB), avg of inner 10 results (MB), median of inner 10 results (MB)
1, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 1, 0, 7, 0, 7, 2, 0, 7, 0, 7, 1, 0, 7, 0, 7, 2, 0, 8, 0, 8, 2, 0, 8, 0, 8, 1, 0, 8, 0, 8, 2, 0, 8, 0, 8, 2, 0, 8, 0, 8, 10, 0, 27, 0, 27,8, 8
1, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 2, 0, 7, 0, 7, 2, 0, 8, 0, 8,7, 7
8, 23, 0, 22, 0, 22, 23, 0, 22, 0, 22, 22, 0, 22, 0, 22, 23, 0, 22, 0, 22, 23, 0, 22, 0, 22, 23, 0, 22, 0, 22, 23, 0, 22, 0, 22, 23, 0, 22, 0, 22, 23, 0, 22, 0, 22, 23, 0, 22, 0, 22, 23, 0, 22, 0, 22, 23, 0, 22, 0, 22,22, 22
16, 13, 0, 58, 0, 58, 14, 0, 58, 0, 58, 14, 0, 58, 0, 58, 14, 0, 58, 0, 58, 14, 0, 58, 0, 58, 14, 0, 58, 0, 58, 14, 0, 58, 0, 58, 14, 0, 58, 0, 58, 14, 0, 58, 0, 58, 14, 0, 58, 0, 58, 13, 0, 59, 0, 59, 14, 0, 60, 0, 60,58, 58
32, 26, 0, 51, 0, 51, 26, 0, 51, 0, 51, 26, 0, 51, 0, 51, 26, 0, 51, 0, 51, 26, 0, 51, 0, 51, 26, 0, 51, 0, 51, 26, 0, 51, 0, 51, 26, 0, 51, 0, 51, 26, 0, 51, 0, 51, 26, 0, 51, 0, 51, 26, 0, 51, 0, 51, 26, 0, 53, 0, 53,51, 51
64, 64, 0, 30, 0, 30, 64, 0, 30, 0, 30, 64, 0, 30, 0, 30, 64, 0, 30, 0, 30, 64, 0, 30, 0, 30, 64, 0, 30, 0, 30, 64, 0, 30, 0, 30, 64, 0, 30, 0, 30, 64, 0, 30, 0, 30, 64, 0, 30, 0, 30, 64, 0, 30, 0, 30, 64, 0, 30, 0, 30,30, 30
128, 19, 0, 50, 0, 50, 19, 0, 50, 0, 50, 19, 0, 50, 0, 50, 19, 0, 51, 0, 51, 19, 0, 51, 0, 51, 19, 0, 51, 0, 51, 19, 0, 51, 0, 51, 19, 0, 51, 0, 51, 19, 0, 51, 0, 51, 19, 0, 51, 0, 51, 19, 0, 51, 0, 51, 19, 0, 51, 0, 51,51, 51
256, 69, 0, 82, 0, 82, 69, 0, 82, 0, 82, 69, 0, 82, 0, 82, 69, 0, 82, 0, 82, 69, 0, 82, 0, 82, 69, 0, 82, 0, 82, 69, 0, 82, 0, 82, 69, 0, 82, 0, 82, 69, 0, 82, 0, 82, 69, 0, 82, 0, 82, 69, 0, 82, 0, 82, 69, 0, 83, 0, 83,82, 82
512, 75, 0, 102, 0, 102, 75, 0, 102, 0, 102, 75, 0, 103, 0, 103, 75, 0, 103, 0, 103, 75, 0, 103, 0, 103, 75, 0, 103, 0, 103, 75, 0, 103, 0, 103, 75, 0, 104, 0, 104, 75, 0, 104, 0, 104, 75, 0, 104, 0, 104, 75, 0, 104, 0, 104, 75, 0, 108, 0, 108,103, 103
