scale, load 0 (MB), init 0 (MB), trafo 0 (MB), save 0 (MB), total 0 (MB), load 1 (MB), init 1 (MB), trafo 1 (MB), save 1 (MB), total 1 (MB), load 2 (MB), init 2 (MB), trafo 2 (MB), save 2 (MB), total 2 (MB), load 3 (MB), init 3 (MB), trafo 3 (MB), save 3 (MB), total 3 (MB), load 4 (MB), init 4 (MB), trafo 4 (MB), save 4 (MB), total 4 (MB), load 5 (MB), init 5 (MB), trafo 5 (MB), save 5 (MB), total 5 (MB), load 6 (MB), init 6 (MB), trafo 6 (MB), save 6 (MB), total 6 (MB), load 7 (MB), init 7 (MB), trafo 7 (MB), save 7 (MB), total 7 (MB), load 8 (MB), init 8 (MB), trafo 8 (MB), save 8 (MB), total 8 (MB), load 9 (MB), init 9 (MB), trafo 9 (MB), save 9 (MB), total 9 (MB), load 10 (MB), init 10 (MB), trafo 10 (MB), save 10 (MB), total 10 (MB), load 11 (MB), init 11 (MB), trafo 11 (MB), save 11 (MB), total 11 (MB), avg of inner 10 results (MB), median of inner 10 results (MB)
1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 0, 0, 2, 0, 2, 9, 0, 7, 0, 7,1, 2
1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 2, 0, 2,1, 1
8, 1, 0, 6, 0, 6, 1, 0, 6, 0, 6, 1, 0, 6, 0, 6, 1, 0, 6, 0, 6, 1, 0, 6, 0, 6, 1, 0, 6, 0, 6, 2, 0, 6, 0, 6, 1, 0, 6, 0, 6, 1, 0, 6, 0, 6, 1, 0, 6, 0, 6, 1, 0, 6, 0, 6, 2, 0, 6, 0, 6,6, 6
16, 1, 0, 12, 0, 12, 1, 0, 12, 0, 12, 1, 0, 12, 0, 12, 1, 0, 12, 0, 12, 1, 0, 12, 0, 12, 1, 0, 12, 0, 12, 1, 0, 12, 0, 12, 1, 0, 12, 0, 12, 1, 0, 12, 0, 12, 1, 0, 12, 0, 12, 1, 0, 12, 0, 12, 1, 0, 12, 0, 12,12, 12
32, 1, 0, 25, 0, 25, 1, 0, 25, 0, 25, 1, 0, 25, 0, 25, 1, 0, 25, 0, 25, 1, 0, 25, 0, 25, 1, 0, 25, 0, 25, 1, 0, 25, 0, 25, 1, 0, 25, 0, 25, 1, 0, 25, 0, 25, 1, 0, 25, 0, 25, 1, 0, 25, 0, 25, 1, 0, 25, 0, 25,25, 25
64, 4, 0, 49, 0, 49, 4, 0, 49, 0, 49, 4, 0, 50, 0, 50, 3, 0, 50, 0, 50, 3, 0, 50, 0, 50, 3, 0, 50, 0, 50, 3, 0, 50, 0, 50, 3, 0, 50, 0, 50, 4, 0, 50, 0, 50, 4, 0, 50, 0, 50, 4, 0, 50, 0, 50, 4, 0, 50, 0, 50,50, 50
128, 6, 0, 40, 0, 40, 6, 0, 40, 0, 40, 6, 0, 40, 0, 40, 6, 0, 40, 0, 40, 6, 0, 40, 0, 40, 6, 0, 40, 0, 40, 6, 0, 41, 0, 41, 6, 0, 41, 0, 41, 6, 0, 41, 0, 41, 6, 0, 41, 0, 41, 6, 0, 41, 0, 41, 6, 0, 41, 0, 41,40, 41
256, 13, 0, 83, 0, 83, 13, 0, 83, 0, 83, 13, 0, 83, 0, 83, 13, 0, 83, 0, 83, 13, 0, 83, 0, 83, 13, 0, 83, 0, 83, 13, 0, 84, 0, 84, 13, 0, 84, 0, 84, 13, 0, 84, 0, 84, 13, 0, 84, 0, 84, 13, 0, 84, 0, 84, 13, 0, 84, 0, 84,84, 84
512, 26, 0, 69, 0, 69, 26, 0, 105, 0, 105, 26, 0, 105, 0, 105, 26, 0, 105, 0, 105, 26, 0, 105, 0, 105, 26, 0, 105, 0, 105, 26, 0, 105, 0, 105, 26, 0, 105, 0, 105, 26, 0, 105, 0, 105, 26, 0, 105, 0, 105, 26, 0, 105, 0, 105, 26, 0, 106, 0, 106,105, 105
1024, 51, 0, 65, 0, 65, 51, 0, 151, 0, 151, 51, 0, 151, 0, 151, 51, 0, 151, 0, 151, 51, 0, 151, 0, 151, 51, 0, 151, 0, 151, 51, 0, 151, 0, 151, 51, 0, 151, 0, 151, 52, 0, 151, 0, 151, 51, 0, 151, 0, 151, 51, 0, 151, 0, 151, 50, 0, 154, 0, 154,151, 151
2048, 102, 0, 149, 0, 149, 102, 0, 314, 0, 314, 100, 0, 315, 0, 315, 100, 0, 315, 0, 315, 100, 0, 315, 0, 315, 100, 0, 315, 0, 315, 100, 0, 315, 0, 315, 100, 0, 315, 0, 315, 100, 0, 315, 0, 315, 104, 0, 316, 0, 316, 100, 0, 316, 0, 316, 100, 0, 316, 0, 316,315, 315
4096, 204, 0, 310, 0, 310, 203, 0, 639, 0, 639, 203, 0, 640, 0, 640, 203, 0, 640, 0, 640, 203, 0, 640, 0, 640, 203, 0, 640, 0, 640, 203, 0, 641, 0, 641, 202, 0, 641, 0, 641, 203, 0, 641, 0, 641, 203, 0, 641, 0, 641, 203, 0, 642, 0, 642, 203, 0, 642, 0, 642,641, 641
8192, 409, 0, 423, 0, 423, 411, 0, 1005, 0, 1005, 413, 0, 1005, 0, 1005, 411, 0, 1006, 0, 1006, 412, 0, 1006, 0, 1006, 413, 0, 1007, 0, 1007, 411, 0, 1008, 0, 1008, 411, 0, 1009, 0, 1009, 413, 0, 1009, 0, 1009, 413, 0, 1009, 0, 1009, 413, 0, 1009, 0, 1009, 411, 0, 1010, 0, 1010,1007, 1008
16384, 853, 0, 705, 0, 705, 853, 0, 825, 0, 825, 853, 0, 1126, 0, 1126, 853, 0, 1140, 0, 1140, 853, 0, 1155, 0, 1155, 853, 0, 1160, 0, 1160, 853, 0, 1219, 0, 1219, 853, 0, 1225, 0, 1225, 853, 0, 1226, 0, 1226, 853, 0, 1231, 0, 1231, 853, 0, 1238, 0, 1238, 853, 0, 1243, 0, 1243,1155, 1219
32768, 1437, 0, -672, 0, -672, 1437, 0, -571, 0, -571, 1437, 0, -512, 0, -512, 1437, 0, -510, 0, -510, 1437, 0, -509, 0, -509, 1437, 0, -309, 0, -309, 1437, 0, -1, 0, -1, 1437, 0, 12, 0, 12, 1437, 0, 24, 0, 24, 1437, 0, 118, 0, 118, 1437, 0, 391, 0, 391, 1453, 0, 1647, 0, 1647,-186, -1
