scale, load 0 (MB), init 0 (MB), trafo 0 (MB), save 0 (MB), total 0 (MB), load 1 (MB), init 1 (MB), trafo 1 (MB), save 1 (MB), total 1 (MB), load 2 (MB), init 2 (MB), trafo 2 (MB), save 2 (MB), total 2 (MB), load 3 (MB), init 3 (MB), trafo 3 (MB), save 3 (MB), total 3 (MB), load 4 (MB), init 4 (MB), trafo 4 (MB), save 4 (MB), total 4 (MB), load 5 (MB), init 5 (MB), trafo 5 (MB), save 5 (MB), total 5 (MB), load 6 (MB), init 6 (MB), trafo 6 (MB), save 6 (MB), total 6 (MB), load 7 (MB), init 7 (MB), trafo 7 (MB), save 7 (MB), total 7 (MB), load 8 (MB), init 8 (MB), trafo 8 (MB), save 8 (MB), total 8 (MB), load 9 (MB), init 9 (MB), trafo 9 (MB), save 9 (MB), total 9 (MB), load 10 (MB), init 10 (MB), trafo 10 (MB), save 10 (MB), total 10 (MB), load 11 (MB), init 11 (MB), trafo 11 (MB), save 11 (MB), total 11 (MB), avg of inner 10 results (MB), median of inner 10 results (MB)
1,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,3,0,4,0,4,10,0,23,1,23,4,4
1,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,2,0,4,0,4,4,4
8,23,0,45,0,45,23,0,45,0,45,23,0,45,0,45,23,0,45,0,45,23,0,45,0,45,23,0,45,0,45,23,0,45,0,45,23,0,45,0,45,23,0,45,0,45,23,0,45,0,45,23,0,45,0,45,23,0,46,0,46,45,45
16,13,0,16,1,16,14,0,16,1,16,13,0,16,1,16,14,0,16,1,16,14,0,16,1,16,13,0,16,1,16,13,0,16,1,16,14,0,16,1,16,14,0,16,1,16,14,0,16,1,16,13,0,16,1,16,14,0,17,1,17,16,16
32,26,0,28,2,28,27,0,29,2,29,27,0,29,2,29,27,0,30,2,30,27,0,30,2,30,27,0,30,2,30,27,0,30,2,30,27,0,30,2,30,27,0,30,2,30,27,0,30,2,30,27,0,31,2,31,27,0,31,2,31,30,30
64,64,0,18,6,18,64,0,18,6,18,64,0,18,6,18,64,0,18,6,18,64,0,18,6,18,64,0,18,6,18,64,0,18,6,18,64,0,18,6,18,64,0,18,6,18,64,0,18,6,18,64,0,18,6,18,64,0,19,6,19,18,18
128,20,0,59,13,59,20,0,59,13,59,20,0,59,13,59,20,0,59,13,59,20,0,59,13,59,20,0,59,13,59,20,0,59,13,59,20,0,59,13,59,20,0,59,13,59,20,0,59,13,59,20,0,59,13,59,20,0,59,13,59,59,59
256,71,0,66,0,66,70,0,66,0,66,70,0,66,0,66,71,0,66,0,66,70,0,66,0,66,71,0,66,0,66,70,0,66,0,66,70,0,66,0,66,71,0,66,0,66,71,0,67,0,67,72,0,69,0,69,71,0,75,0,75,66,66
512,76,0,108,0,108,76,0,108,0,108,76,0,108,0,108,76,0,109,0,109,76,0,109,0,109,76,0,109,0,109,76,0,109,0,109,76,0,109,0,109,76,0,109,0,109,76,0,109,0,109,76,0,110,0,110,76,0,110,0,110,109,109
